full_text,username,original_text,processed_text,sentiment,confidence
"#repost @kpu_ri   #TemanPemilih Kamu perlu tahu inilah Nomor Urut Pasangan Calon Peserta Pemilu Presiden dan Wakil Presiden Tahun 2024.   Selengkapnya, simak infografis ini ya.....  #KPUMelayani #pemiluserentak2024 https://t.co/FBey4ebksL",KpuTanimbar,"#repost @kpu_ri   #TemanPemilih Kamu perlu tahu inilah Nomor Urut Pasangan Calon Peserta Pemilu Presiden dan Wakil Presiden Tahun 2024.   Selengkapnya, simak infografis ini ya.....  #KPUMelayani #pemiluserentak2024 https://t.co/FBey4ebksL",kamu perlu tahu inilah nomor urut pasangan calon peserta pemilu presiden dan wakil presiden tahun 2024 selengkapnya simak infografi ini ya,Negative,0.9286980032920837
Prabowo: Kecurangan dalam Pemilu Akan Khianati Rakyat https://t.co/0dBxXC58JR #TempoNasional,tempodotco,Prabowo: Kecurangan dalam Pemilu Akan Khianati Rakyat https://t.co/0dBxXC58JR #TempoNasional,prabowo kecurangan dalam pemilu akan khianati rakyat,Negative,0.9863329529762268
"Bersinergi Wujudkan Pemilu Damai Demi Jaga Semangat Reformasi   Gelaran Pemilu damai merupakan sebuah upaya paling penting untuk terus menjaga reformasi, termasuk juga menjaga iklim demokrasi di Indonesia menjadi semakin sehat.  Menang Total Gemoy Bu Mega Kaesang No 1 No 2 No 3 https://t.co/uCJbfOzwnR",aiiptu,"Bersinergi Wujudkan Pemilu Damai Demi Jaga Semangat Reformasi   Gelaran Pemilu damai merupakan sebuah upaya paling penting untuk terus menjaga reformasi, termasuk juga menjaga iklim demokrasi di Indonesia menjadi semakin sehat.  Menang Total Gemoy Bu Mega Kaesang No 1 No 2 No 3 https://t.co/uCJbfOzwnR",bersinergi wujudkan pemilu damai demi jaga semangat reformasi gelaran pemilu damai merupakan sebuah upaya pale pent untuk teru menjaga reformasi termasuk juga menjaga iklim demokrasi di indonesia menjadi semakin sehat menang total gemoy bu mega kaesang,Negative,0.9874225854873657
Sesaat lagi... Getar Pemilu 2024 LITERASI POLITIK : PEMILU DAMAI  Bersama : 1. HEDI ARDIA    (Komisioner KPU Jabar) 2. Dr. YUDI RUSFIANA     (Dosen IPDN) 3. Dr. EKI BAIHAKI     (Dosen Pascasarjana Unpas) 4. BRIGJEN TNI (PURN) YUSEP          SUDRAJAT     (Caleg DPR RI) https://t.co/KjTJcWSQOi,ElshintaBandung,Sesaat lagi... Getar Pemilu 2024 LITERASI POLITIK : PEMILU DAMAI  Bersama : 1. HEDI ARDIA    (Komisioner KPU Jabar) 2. Dr. YUDI RUSFIANA     (Dosen IPDN) 3. Dr. EKI BAIHAKI     (Dosen Pascasarjana Unpas) 4. BRIGJEN TNI (PURN) YUSEP          SUDRAJAT     (Caleg DPR RI) https://t.co/KjTJcWSQOi,sesaat lagi getar pemilu 2024 literasi politik pemilu damai bersama hedi ardia komision kpu jabar dr yudi rusfiana dosen ipdn dr eki baihaki dosen pascasarjana unpa brigjen tni purn yusep sudrajat caleg dpr ri,Negative,0.988009512424469
#TemanPemilih  Berikut adalah nomor urut pasangan calon presiden dan wakil presiden pada pemilu 2024. Mari kita sukseskan pemilu 2024. #KPU #KPUMelayani #kpujateng #kpudemak #ppkgajah https://t.co/lyqGvTXhzE,PpsMlekang,#TemanPemilih  Berikut adalah nomor urut pasangan calon presiden dan wakil presiden pada pemilu 2024. Mari kita sukseskan pemilu 2024. #KPU #KPUMelayani #kpujateng #kpudemak #ppkgajah https://t.co/lyqGvTXhzE,berikut adalah nomor urut pasangan calon presiden dan wakil presiden pada pemilu 2024 mari kita sukseskan pemilu 2024,Neutral,0.5776376128196716
@BanyuSadewa Waktu jaman pemilu lalu lagi salam literasi (jempol telunjuk huruf L) aja disalah artikanð,aissyahsiti,@BanyuSadewa Waktu jaman pemilu lalu lagi salam literasi (jempol telunjuk huruf L) aja disalah artikanð,waktu jaman pemilu lalu lagi salam literasi jempol telunjuk huruf aja disalah artikanð,Negative,0.9690880179405212
@WongAlasRoban Klo Maslah naik haji itu panggilan bang .. lagian jgn naik haji karena ikut pemilu lah  Tapi perasaan dah naik haji semua deh itu capres .,lovelyb1e,@WongAlasRoban Klo Maslah naik haji itu panggilan bang .. lagian jgn naik haji karena ikut pemilu lah  Tapi perasaan dah naik haji semua deh itu capres .,klo maslah naik haji itu panggilan bang lagian jgn naik haji karena ikut pemilu lah tapi perasaan dah naik haji semua deh itu capr,Negative,0.971946656703949
"#TemanPemilih, kamu perlu tahu inilah Nomor Urut Pasangan Calon Peserta Pemilu Presiden dan Wakil Presiden Tahun 2024.  Selengkapnya, simak infografis ini ya...   #KPUMelayani #PemiluSerentak2024 https://t.co/72xJSsAUMh",DewiUlf94186581,"#TemanPemilih, kamu perlu tahu inilah Nomor Urut Pasangan Calon Peserta Pemilu Presiden dan Wakil Presiden Tahun 2024.  Selengkapnya, simak infografis ini ya...   #KPUMelayani #PemiluSerentak2024 https://t.co/72xJSsAUMh",kamu perlu tahu inilah nomor urut pasangan calon peserta pemilu presiden dan wakil presiden tahun 2024 selengkapnya simak infografi ini ya,Negative,0.9286980032920837
"@IDNTimes All in Ganjar Mahfud, semoga pemilu kali ini bisa berjalan aman dan damai. Pak Ganjar-Mahfud menangðªð»",rarandutt333,"@IDNTimes All in Ganjar Mahfud, semoga pemilu kali ini bisa berjalan aman dan damai. Pak Ganjar-Mahfud menangðªð»",ganjar mahfud semoga pemilu kali ini bisa berjalan aman dan damai pak ganjarmahfud menangðªð,Negative,0.94733065366745
"@Melihat_Indo @ganjarpranowo Aparat seharusnya netral, namun terlihat tergoda oleh bujuk rayu, merusak keberlanjutan pemilu yang bersih.#HilangSatuPasangSeribu",Qarael211,"@Melihat_Indo @ganjarpranowo Aparat seharusnya netral, namun terlihat tergoda oleh bujuk rayu, merusak keberlanjutan pemilu yang bersih.#HilangSatuPasangSeribu",aparat seharusnya netral namun terlihat tergoda oleh bujuk rayu merusak keberlanjutan pemilu yang bersih,Negative,0.9671850800514221
"Inovasi Kadoku Jempol, Dukungan Pemkot Bandung Sukseskan Pemilu 2024  https://t.co/voydW77Q4F",ada_jabar,"Inovasi Kadoku Jempol, Dukungan Pemkot Bandung Sukseskan Pemilu 2024  https://t.co/voydW77Q4F",inovasi kadoku jempol dukungan pemkot bandung sukseskan pemilu 2024,Negative,0.8344681859016418
"@StreetKinder @Jayabay19479190 Yg lebih koplak yg ngeramal no 3 juara, udh jelas 2 pemilu terakhir yg ngangkat suara ya Jokowi...eh jokowinya nyebrang ke kubu sebelah, masih mimpi mau menang juga ð",udinese_yeah,"@StreetKinder @Jayabay19479190 Yg lebih koplak yg ngeramal no 3 juara, udh jelas 2 pemilu terakhir yg ngangkat suara ya Jokowi...eh jokowinya nyebrang ke kubu sebelah, masih mimpi mau menang juga ð",yg lebih koplak yg ngeram juara udh jela pemilu terakhir yg ngangkat suara ya jokowieh jokowinya nyebrang ke kubu sebelah masih mimpi mau menang juga,Negative,0.9950961470603943
@Erlanggadian2 @MarcFirm @idextratime Kalau gag suka tinggal gag usah dipilih bang. Ciptakan Pemilu yg kondusif.,bapakbapakfunny,@Erlanggadian2 @MarcFirm @idextratime Kalau gag suka tinggal gag usah dipilih bang. Ciptakan Pemilu yg kondusif.,kalau gag suka tinggal gag usah dipilih bang ciptakan pemilu yg kondusif,Negative,0.9927012920379639
Hai . ..#temanpemilih  Kalian perlu tahu inilah nomor urut pasangan calon peserta pemilu presiden dan wakil presiden Tahun 2024  #kpumelayani #kpukotaprobolinggo #pemilihserentak2024 #kpu_ri #kpu_jatim https://t.co/4AQBnoPZvz,PpsKedopok,Hai . ..#temanpemilih  Kalian perlu tahu inilah nomor urut pasangan calon peserta pemilu presiden dan wakil presiden Tahun 2024  #kpumelayani #kpukotaprobolinggo #pemilihserentak2024 #kpu_ri #kpu_jatim https://t.co/4AQBnoPZvz,hai kalian perlu tahu inilah nomor urut pasangan calon peserta pemilu presiden dan wakil presiden tahun 2024,Negative,0.7516624927520752
